[132],51
[3959177],4574556
[506797],761277
[3670846],5915090
[37879742],45587737
[4560514],10878594
[1054408],967618
[111091],296936
[1416446],3444704
[16187],7491
[1264236],1498400
[4565],12314
[417289],297845
[404076],456138
[91418],84006
[158],2642
[47],13
[146],90
[148353],192924
[2842219],3304968
[29073820],20142265
[3098249],3675368
[23],25
[5672],2898
[23],4
[3336888],5352803
[7129958],8520915
[995240],339001
[2521137],2550029
[19248],4084
[1228040],1227117
[924674],1140343
[40679],36030
[55981],77481
[8340380],1456783
[7808],10853
[1625],2899
[1561289],1160899
[2746182],1458646
[2686686],3170677
[452],1132
[20],17
[470172],340395
[97515],106471
[18165732],59579044
[46999],155963
[2756828],2418768
[3997],3187
[283388],532440
[1470329],761583
[3738],23242
[330],1325
[4352835],4931518
[58677014],115517611
[48],605
[7559466],3263146
[5350588],7527985
[5],5
[403455],369034
[26718],20287
[80],98
[1090283],3660576
[18758111],17867643
[209],320
[1173797],1521034
[267079],366295
[1451423],2003466
[52559403],24518851
[48],234
[640131],778693
[1000813],1073035
[7353],81787
[400769],444022
[15812262],22445083
[40330],66343
[2686152],3359213
[14],255
[4798488],16882175
[732718],804870
[78167],155441
[2566641],4371002
[403968],372972
[583131],439394
[71152],58053
[14818439],20826748
[181],8
[855054],626819
[22],1
[4586],906
[82],8
[276333],283587
[111446],123482
[8387],3023
[8445729],39777797
[1463038],916636
[3026],2638
[187],394
[3044278],2208353
[34492],42832
[269253],281680
[3173901],3493257
[823015],670880
[585],415
[505164],1055677
[180260],129488
[26368674],31639911
[2321882],14222263
[5199694],3239581
[55],2317
[2593224],4124456
[8391338],33143860
[41878131],80033153
[240036],443216
[5615864],4010840
[11525744],12670688
[124028],157938
[948051],1149705
[36],63
[132797],198988
[398548],212581
[60],32
[295],569
[1178213],1458768
[4924408],5213690
[24776],31596
[199531],544781
[10150],6419
[6047170],25273270
[19],89
[50162530],123115091
[23458880],91517608
[1196534],1419319
[8285968],9303390
[857937],828150
[23747624],40898313
[1554511],1117278
[366238],468652
[4338373],3671810
[24904],50895
[9544522],3912984
[34],86
[883709],609507
[17534],8633
[2711973],3334069
[4],1
[1323514],836373
[167426],192360
[7926],45459
[2181279],3275278
[54249],88164
[57117910],22583968
[406502],481721
[451],187
[66481],77236
[624204],467218
[292449],329612
[5737205],3158185
[117],40
[17423138],13927603
[17354],4047
[13123197],40379503
[5],3
[3066383],3727531
[441],6
[13054831],7435244
[84673472],149446180
[82219],69284
[59937],59798
[203],402
[2319156],2181881
[31],87
[5779936],7179208
[3468174],4482794
[4569638],4602162
[7059],3103
[35136560],46896467
[2366],6903
[322810],268638
[22081253],8384062
[444835],446318
[2391499],1848109
[447840],240239
[15],2
[3866825],6393233
[44],30
[4632147],6691426
[105],40
[34600],19336
[55],595
[3505752],5586426
[34706822],12670688
[5319525],7025688
[39],7
[428],1345
[56569119],23196348
[6913995],8545506
[29],38
[3242401],5308962
[61661254],134393762
[18890431],16876853
[28065],29482
[94964],166786
[849914],863103
[216],2548
[5053169],7180209
[20174],9377
[8449857],8314177
[20632709],8059730
[3265126],5156773
[17508],23577
[89437],552418
[19246],28274
[58],363
[21314733],14850038
[3744360],3270867
[63542],93650
[4798905],6383804
[43],1
[3235266],4042699
[61401],32274
[7102510],9716746
[88748],52912
[400118],492940
[1367437],609744
[3307272],3819517
[15032077],14420089
[58156],64958
[3157],540
[128],1266
[27],44
[111656],124695
[1137462],2044854
[2188449],2638849
[858],1056
[2563445],4616943
[1797],166
[192140],181521
[11084962],10643834
[288180],251911
[27975777],13746153
[14],2
[3777404],3726917
[2586532],3272745
[88],187
[638965],1378859
[935762],1197515
[39890972],79644466
[4625],5479
[34187010],46329281
[17],2
[30485],62186
[6003905],10519795
[60],7
[181],2506
[5001156],5070118
[95],375
[9624],5133
[2389189],2396567
[14931700],20981887
[47],141
[24281],9531
[72536],79176
[30869],19046
[361022],322949
[7170492],11265853
[117],384
[5933091],10246670
[15595118],10011427
[649600],808000
[11623163],12670688
[13331370],27429387
[3559167],5367917
[3285786],3402996
[49403],36756
[159],22152
[392637],402292
[16],4
[5351],4169
[42],115
[16158120],50644483
[15136],30771
[455898],476184
[19811068],33664126
[148],62
[1069],5651
[12464],7116
[4161288],4049306
[915973],1193785
[300947],721572
[3699589],4948090
[157607],166878
[11013273],12670688
[714530],709905
[51849767],138166212
[4241824],6715099
[17652823],20981310
[106788],98520
[79681],82399
[46091009],63529435
[66],18
[1711475],1981036
[4217173],20771733
[11186],16123
[82],191
[6310],4716
[39538901],176044442
[11105357],12670688
[609046],741143
[1973],16776
[45834],22803
[316513],344179
[1084724],1274246
[44],36
[3232],6600
[12650],390
[112],1682
[1499243],1852043
[853848],1041462
[322],18
[49395],32289
[1949675],3184187
[228173],192085
[18399911],20767328
[31],144
[23],157
[3387049],4261487
[565],1437
[1302923],853608
[5264],129503
[16994],29870
[6528197],8162330
[93809491],167151752
[402277],377014
[493288],555659
[137803],153226
[1511520],1361162
[5],21
[2076968],2796598
[29666469],36961456
[73168677],395263595
[36513100],219676642
[1324951],706849
[905216],852327
[10450384],9910492
[270989],510268
[22958],35514
[42],888
[7675],4777
[139],18
[367976],297338
[251815],552987
[1895356],1550870
[18],561
[57164],85688
[1749319],1695505
[16991070],16806250
[18028304],7450821
[566289],183913
[4801987],2986350
[19852],5529
[3240],3528
[33617458],43164476
[28],85
[31924159],76368893
[682427],829617
[3],3
[2070033],4162962
[1542023],1553473
[637945],630381
[4448531],4447994
[25],7
[8142821],25441217
[47],335
[411484],334563
[874797],807143
[7814893],31345176
[654797],650095
[388562],483010
[285941],325777
[208],132
[1438],3556
[649497],805907
[6065590],1644292
[19377],41308
[44770],18769
[166],212
[670064],733922
[983680],1505791
[2163522],1794865
[352509],377435
[59292],170883
[143],701
[19690201],21901236
[3942520],10739246
[380923],347628
[3850319],2164274
[7891],10287
[13653108],7895619
[646],170
[452403],651952
[78204],68744
[20174],103034
[47],1743
[324058],1378845
[15806],10844
[201901],208074
[327283],994340
[5026],6174
[67047],13749
[174625],268358
[22692],19181
[1964665],1958166
[4450932],4495383
[819],907
[6318272],3158642
[661172],1303432
[2061956],2487826
[392718],887547
[68851610],93002803
[853308],919729
[1273714],2026329
[8381476],3968204
[885763],905357
[3288271],3798161
[2215841],2552971
[208613],221676
[270911],239676
[27827],68918
[34066],47793
[29412],42210
[420865],647995
[6520773],9806177
[197305],307201
[110780],94506
[46763789],145296313
[83086988],34441731
[15],5
[2858585],5526243
[17551],18478
[9605],60929
[73595],72210
[53350],59157
[2081717],2606582
[501702],631886
[1927428],914503
[200987],736758
[1492955],1748301
[1121300],1220160
[47118],42284
[830],204
[38395],33450
[697029],908692
[5529565],4977560
[338821],238930
[1089157],842033
[3355],8986
[55934],62712
[13399671],15144871
[2549560],3142388
[5226893],4526792
[11034612],12670688
[7555863],8633795
[73471],56697
[19217],9780
[100073],93958
[76],10
[340193],1087653
[246],300
[397],361
[2024954],2423907
[211913],122018
[10405],7652
[6],1
[457358],745531
[79754],68910
[38],41
[33],15
[5243020],5275192
[166301],178657
[19280],15919
[52659],13472
[2947432],2582792
[2106293],4914158
[47051460],46736963
[41875],87944
[202],413
[37],150
[2982952],4189400
[3272351],1525015
[1093088],1274246
[5514],13951
[816766],1019997
[1444978],1793656
[4449],2361
[145090],113106
[54519053],44853506
[45922],30067
[44],108
[11876871],35431607
[3279888],2930362
[65],74
[544933],520584
[2375191],1649812
[145],718
[206433],106159
[3987],1302
[1659460],1098747
[47152770],235571720
[184702],390589
[3907640],5660012
[88],2
[18045525],22039208
[9554957],3858632
[2112666],2592293
[2704428],3167448
[14844467],27172099
[24144104],20500552
[37],18
[55],7
[7685996],3279323
[815671],442855
[715916],742566
[7304],15511
[3157284],4117203
[4818],5919
[80],17
[1059138],1263686
[1339884],2186458
[420209],609749
[123627],101096
[1246],939
[90],15
[34497865],16911067
[627442],723318
[6413182],5680273
[6759812],3434613
[82],4
[5527],8651
[2687321],3379892
[47],4
[5119],3058
[66827127],204832488
[664448],676155
[66609],77744
[30],43
[66126],69165
[1863013],2304759
[405649],493795
[1396631],4827450
[9282479],8001443
[1952918],2339360
[110235],132801
[52701388],113196558
[1697960],1274246
[891422],1085696
[162],23
[2141884],2130031
[57],89
[48954],70131
[3249649],3937234
[2008414],3445963
[4190],3026
[728439],810422
[531],799
[19228849],93925258
[4116321],11395781
[92448],55020
[15079784],14320684
[3306352],3821525
[118],91
[2910304],3198884
[18960],21511
[72158043],141992727
[1923834],2294388
[16305313],19521327
[1677281],2106306
[12000208],36024322
[144591],305116
[41098],39237
[1596494],1967792
[33244381],41885384
[107],99
[4354316],2544662
[4880],12612
[5587047],2841425
[5125667],7521848
[125515],163578
[571896],689964
[14],3
[2593141],2478341
[26399],57583
[37],467
[464214],569220
[946930],431436
[16098520],62775861
[26548996],30530824
[10252],8345
[5442],11661
[108921],195961
[4170362],9639324
[71761],141856
[192],2766
[3365961],2101276
[4703395],7299978
[23757339],155226314
[3048172],1411230
[4915528],5996434
[48265],27462
[244799],366454
[14710846],18886765
[15223],7686
[29],16
[1731898],1292885
[177507],185594
[902688],1086937
[102140],238004
[41797],58914
[6264020],7029930
[3052749],2891180
[765],8501
[17286600],18100361
[9527707],9713013
[23],109
[52362610],15415789
[4808],2912
[1245050],1568877
[23],1
[16787791],7444655
[10180899],12377195
[24],65
[1701472],2350055
[394541],372780
[3423],3139
[4919305],8579141
[3304969],4109355
[49],23
[5377],2550
[13],151
[72],1602
[5797383],5905071
[1554811],1208402
[18935968],8189474
[200617],192317
[1403780],992990
[425098],792875
[591089],500278
[304],43
[41427218],55062877
[2713098],2391817
[476387],610248
[319753],480296
[3622661],2353413
[35326],43026
[3540],3415
[81322],59020
[9351226],16935160
[41852],19752
[1085658],1274246
[175421],182326
[17237896],21465639
[593727],869551
[9744],16045
[11],3
[21578984],9745109
[247],46
[6344311],7450433
[207302],225937
[1894585],1366388
[172850],259120
[669994],719854
[34706],34299
[776],1152
[1401877],2861593
[48],15
[4939361],7508267
[466],21120
[52819],106330
[407743],490511
[47],54
[1665740],2272954
[1083193],1274246
[99598],86536
[1295622],1060799
[216],262
[5961751],4706589
[41729],34890
[2099622],3624263
[9677200],9297425
[1752065],2550704
[77],1035
[9734264],22069968
[2505312],2955329
[818784],1010816
[494745],998259
[1730],1449
[27662218],12073610
[877979],1257642
[28266596],19897165
[1646482],2061385
[24911672],48113797
[48375],29669
[4570143],2540888
[39259473],21537017
[153047],253317
[1557194],590310
[23013432],28607950
[11926],11059
[5376850],6337107
[1607],2077
[3273109],3817896
[15170],43084
[29404],9640
[21811],55929
[930681],1231412
[3776780],6470556
[77420],74401
[5365011],5557176
[23603190],171670240
[6583],926
[5230492],3405656
[5232358],14061790
[629132],1009925
[322534],719681
[3120063],3520403
[333579],487741
[1560112],1816415
[1074651],627161
[34730103],57369295
[462931],440531
[1755038],2188849
[1597130],1177602
[376256],481054
[546924],714775
[52],319
[13173],11168
[28769256],28388630
[277730],237089
[291388],299040
[671899],1087677
[2199601],1924468
[38230355],95822163
[30578608],37460636
[24533],20944
[8291024],9348982
[187588],220101
[1426],307
[1988],933
[6349691],9255825
[14588138],10309363
[159851],233335
[49],118
[1343101],1286004
[4853677],5787495
[975660],1250614
[16],1
[46798441],24598707
[69],126
[71],2
[650274],774118
[97],301
[86],81
[294007],433669
[7985200],9123452
[1912401],4509020
[227170],243432
[3343051],3029927
[471898],742689
[455323],827091
[13430135],13947885
[19049170],77105179
[15],11
[764117],1179391
[221568],264782
[12],3
[1026156],1274246
[21],183
[226357],267031
[22523757],27741299
[101751],54952
[3313],3351
[18960480],125771922
[503],623
[6045250],6279017
[295800],331197
[38],180
[24],1776
[12],1
[9648],9742
[43],124
[20692506],7357451
[103374],164911
[297],21300
[1433453],1659268
[21834],10178
[279433],242913
[11],6
[87369],174603
[61],6
[15821100],15369877
[14393810],35943689
[67346],49062
[5617647],2269807
[1705886],2420446
[2144225],1808399
[2461948],1835008
[2071032],2429483
[539950],611930
[37],2
[287357],324600
[293198],313416
[1241414],1342773
[21907769],9396653
[25778],37381
[9447],53067
[1207179],2145822
[4235116],3495114
[360385],318775
[1686281],2157905
[20906],24600
[6681],8164
[1937218],2196840
[19],154
[115895],461797
[1615652],2677141
[554758],601607
[1205599],1287033
[2202566],2636554
[53],42
[36830],16060
[3489413],12679125
[6050420],6180931
[196],29
[3126621],3478012
[119064],135535
[48],20
[140589],108652
[20331],6793
[656],1433
[16994464],16819208
[38106],10106
[93209],145747
[6310809],8212042
[244],645
[2230517],1129120
[150],144
[2415467],3085879
[58813914],162858642
[23123912],23612720
[94],1655
[14872168],15313530
[14398037],15388371
[7801784],5900815
[1206874],731955
[4947919],4798120
[36],1
[30491801],63667267
[43],39
[2600529],7320605
[603840],1011354
[193765],280306
[165471],143567
[24776325],48851757
[1588],3761
[414],1465
[80],54
[27820342],161050504
[196],6
[7796332],11954185
[309716],680363
[634262],565980
[235338],268050
[48634633],57791271
[46114],16385
[1466],3844
[4287994],4544210
[78171991],31720191
[17123624],18417760
[18],56
[1661722],1190546
[135],37
[933104],1194168
[1134034],1647983
[793027],1117600
[56930],33229
[612674],705019
[1030170],919315
[19117],10434
[258576],289461
[11328405],16236638
[7202],145
[1124],401
[2301318],3312722
[2],1
[32193],36929
[1447609],723936
[84],68
[9941729],11245281
[82],399
[140],174
[42768079],25974548
[24],305
[117],292
[68938],43123
[3270499],1977695
[34599],10598
[27506],32372
[18601356],12673062
[21085382],22538621
[1549859],1123900
[5216351],7755803
[4509887],7112129
[22],17
[1383],10304
[1124300],801923
[3536653],14429465
[135068],73774
[126045],176075
[215156],347710
[4438535],15126246
[917],481
[7658219],23909157
[70781],38647
[398617],413666
[47],34
[3084748],3567050
[5650256],3215505
[863575],974018
[65033],54660
[49],116
[794177],738091
[15042232],14524145
[5796246],2903811
[32],18
[72198],59971
[7853400],9280336
[1364207],923828
[26903],17526
[4279],2022
[825655],794571
[15010431],9976778
[200434],187995
[13769573],17449229
[38589765],17200279
[2454784],3101431
[47],133
[21186657],41826111
[21589],40004
[969148],1345374
[2462619],2526978
[11637074],11513909
[8755615],9451286
[276415],266453
[71268],102338
[214976],266374
[212],178
[611304],700468
[1259709],572824
[31],9
[41866580],134455885
[88],224
[11143542],9901870
[1318],1425
[17265],17752
[1818803],2171877
[325994],604100
[18162212],21542832
[174],48
[2709401],2813791
[2013],1703
[18010],20918
[48],147
[1614264],5126154
[11509065],12670688
[12319],102445
[719246],269247
[47],1
[530852],683373
[291817],514397
[19626],22925
[10691897],12494618
[49253043],20373717
[4340587],1870752
[662674],887235
[974010],659015
[2548351],3049296
[212],73
[810],895
[18],3
[83774],138019
[82192],34596
[152],15
[150985],100520
[7317789],3515245
[929221],1244469
[62497],42138
[1678885],1905665
[1247258],1440214
[633493],496765
[1383],410
[798098],773084
[22848076],28557654
[9532818],9734625
[927266],1224837
[43509],36660
[4809324],8349426
[1002389],1274246
[2564866],3304867
[94],290
[384440],601626
[40995],16006
[23329568],27583753
[785219],903904
[3],7
[2183555],3679514
[130564],154778
[814167],1132106
[136709],131759
[57],138
[58],1699
[18208937],100094515
[277],1894
[1004],449
[82590],39838
[18658926],21238025
[45],26
[36],45
[158498],162031
[198599],129120
[291591],348321
[19569722],27825240
[9354951],4300983
[994866],1163985
[494109],751467
[35],48
[5626886],8101208
[24292397],35182975
[456],723
[47],602
[16439045],20938567
[8684481],61133040
[1144732],1429100
[69794],63771
[785],262
[23537052],28421208
[129601],91330
[14428679],8370000
[212686],202236
[4619651],11906789
[100958],127199
[195008],205803
[2457],225
[1307882],1476939
[1138380],1281573
[1160823],1002349
[14959333],15071506
[3060334],4709454
[370674],343036
[2923691],3336038
[478598],370833
[612869],571138
[106706],164111
[1683],4659
[166077],88856
[117219],138672
[2685983],2381180
[2541679],3002793
[31488601],12670688
[165],699
[3547789],4434889
[361373],320659
[1582],6464
[19114034],21318452
[31438809],12670688
[72734],56579
[570434],681850
[814616],662213
[3175966],3746419
[226755],175871
[121],5761
[8976234],4086471
[3692092],2595968
[803902],1190424
[21847888],31785949
[27882465],95475019
[5472759],3011766
[7927863],3744598
[513640],559185
[4336],65108
[1112433],927775
[1092404],1274246
[47],14
[25604],22146
[107938903],202541827
[86],30
[20064],13007
[20343658],32712991
[30],200
[77124246],133973517
[1040968],1461684
[737058],1362404
[1952284],5453192
[21180965],30632871
[84308],48093
[30],22
[72516],71951
[183381],138617
[869090],1052228
[172],331
[345241],400437
[55],323
[5558668],13455840
[3973665],8147427
[3144748],3538848
[18436328],8425394
[659507],503332
[717],1092
[33],465
[3709336],14806659
[3200362],2574060
[627388],754670
[89663],71025
[52399293],433559077
[15477486],15471846
[12],482
[2259],26698
[3083908],3649323
[6392],6963
[7679117],22254183
[264974],349314
[1532367],4902610
[217712],280503
[411073],344709
[8893987],10502715
[4779],2651
[521706],611169
[4755804],2660732
[618298],1073704
[2796],2511
[18069],36174
[1966182],1857471
[49],24
[2528654],2846661
[1140227],1513041
[1830175],1656965
[2439167],3502095
[2937615],1774819
[11643537],12216494
[4329917],10204622
[242713],234863
[990],427
[1180396],1636369
[466101],392704
[3852100],3203732
[521447],1134591
[903331],1487773
[30152],29744
[58565],45945
[74876],90067
[3430],6690
[880785],953509
[506355],596677
[927382],904776
[125],168
[53181412],108264382
[5674702],5070101
[96],97
[165599],382939
[3721126],4297003
[253323],144750
[2966583],2465838
[64],78
[848738],1260916
[41805],40530
[240],108
[10],12
[1335],1190
[18714],19109
[62697],29568
[392257],412497
[48],400
[42673],16991
[150],30
[110261],192321
[85],533
[1846860],2205835
[69],12
[15],17
[51824],62338
[7491322],9021188
[224231],154035
[70746],68379
[1043789],1776818
[2201713],2869002
[487389],722711
[24],966
[48],231
[16],9
[4347539],3082846
[515],10071
[1358872],1415687
[19491443],21866280
[7738],189629
[765511],506277
[4239],4492
[5567200],4702262
[1010424],1152708
[1257396],1539843
[72681],28067
[540165],367622
[18181],19725
[521868],485199
[10829703],16773187
[3826],11461
[9377368],7748435
[520506],422830
[17],22
[888859],552862
[4523],2586
[93178],143028
[26],1
[808177],899395
[3542406],2090311
[1602591],1201791
[29],7
[16170439],15278341
[33395],129891
[750],109
[3915314],2818668
[59657083],56467254
[33],63
[20],2
[263270],484323
[116],385
[9232530],27981306
[19],35
[86820],114331
[162502],111888
[790654],1081567
[86010],189656
[20865097],26101850
[107095],86826
[229],726
[2711309],2010943
[21],5
[1702],731
[3262],13376
[60387],66698
[203396],224912
[30],9
[2044010],2578140
[198303],200341
[5446527],8155629
[177],1524
[21110894],25771298
[80966],83341
[5992010],14946666
[9957569],6003621
[143828],99214
[21498],9481
[1226655],1761339
[1355960],2892583
[3353],4763
[57765837],22253129
[7641429],5605381
[1462975],5116993
[869856],1028500
[6707],9406
[2592],1980
[4326485],3430125
[1505603],941151
[1276893],1577979
[199415],223427
[241578],199076
[20],13
[815878],1553487
[42],347
[5644744],7230604
[151647],64101
[206],487
[2371438],3346065
[55],779
[7368725],23352154
[7772490],7421510
[2358537],4141386
[4019171],4210919
[333404],383861
[161903],170339
[3271250],3784432
[2522264],2362469
[1630149],1878221
[211645],232749
[18792132],10926366
[4973440],2414214
[1764491],2420350
[12308318],14360723
[778820],1273184
[2620814],3021251
[5899369],11171678
[4755652],3287802
[141],637
[512795],483966
[13543586],48830895
[152],1
[21],656
[263],609
[622312],738068
[4329263],2462042
[17220],11709
[78713],52545
[9882203],17613592
[1747],1350
[16912947],23870265
[2947681],2826499
[8011],9437
[126],54
[410278],417944
[5828131],6535964
[658955],682527
[8061095],3465448
[299],108
[36374],37055
[9639293],10215855
[73865],57833
[6797],4165
[35],8
[309401],278025
[350],24445
[19],53
[211007],141456
[18695945],21642239
[24064774],33258175
[456682],455074
[383],1748
[128],181
[575324],849974
[29211240],65653150
[17163719],17288368
[471233],568458
[652714],1376446
[641252],1005989
[59662],51399
[18],11
[255641],269233
[193],3
[31],1
[140573],239324
[333085],496758
[839],5258
[765035],652956
[81907215],33892929
[20244270],24534243
[80161],83514
[2192],2401
[9568155],3851735
[190408],550652
[117174],171082
[648242],740451
[648],723
[114031],163497
[2451838],2440735
[3970],5946
[690937],746741
[72],68
[136424],142233
[225601],369093
[597],1609
