[7835986],4716158263
[6590666],1537006
[19559371],90419130
[3587010],19521101
[3717252],1325361
[5114654],817994676
[2549181],761621040
[147148],446433
[2975308],4230738
[1521221],1235356
[1514378],657708
[39039535],78771931233
[3437],233863
[174],57
[32011960],17212051539
[397],848
[308478],224384
[29937715],53765709
[7090385],4829607980
[41599],455
[1875639],1756832
[1495812],1320062
[118969],65833
[14361176],13613824
[1678971],174070516
[525027],1124770
[62],356
[4285512],1312127
[40648],4681531
[32],198
[5587186],600741041
[966832],760775
[10938],4304
[505877],378514
[71108846],5783682388
[168108],3018509
[11393607],3636397
[276022],266599
[2199530],899370
[9238393],98474517
[7300],2457
[4586],10799
[26362749],7983415300
[1942289],1750725
[125],107
[1805009],15169699
[9950],44028
[80378390],215111956
[2683136],2097160
[4854774],2091068
[2264989],1934752
[203],1
[7],1
[1208116],1668276
[13535],10183
[2744283],3940515
[6218],6232
[12],29
[263],179
[139],2877
[1213896],1203219
[24173287],17363029
[17420445],9425200
[16243355],11210743
[1541189],819332
[108888],67492
[327],1086
[6947476],10424626
[1303],866
[29158878],40911741
[296659],4495017
[16746245],5605668
[1341],100720
[7782347],2318881848
[6551384],58068643
[18956219],20885030
[6051701],1276002238
[744923],621177
[2979765],368413500
[542],567
[240971],263936
[33261],11525
[1699998],1589417
[24],6
[266],1351
[73812],51108
[125558],854324
[2262903],1989480
[3130813],189828984
[1911258],802140
[13810530],3925741135
[20577463],4407679
[5534715],5912916
[200176],1222807
[641629],628217
[6661562],4331869
[25],4
[531834],1039230
[8374981],1770929
[6889],8942
[35572168],6223494
[24890592],2511511293
[77905],62556
[1340034],1341449
[128],337
[467],260
[1629101],1551727
[6003819],6348748
[32714134],9384703
[926643],885780
[303],1034
[57301839],80274241
[3309703],2924334
[150331],107578
[18208180],1496571367
[94],298
[19918864],22199655
[3373],47745
